quote,author,tags,quote_clean,meta
"“You love me. Real or not real?""I tell him, ""Real.”","Suzanne Collins,","['katniss', 'love', 'peeta', 'suzanne-collins', 'the-hunger-games']","“you love me. real or not real?""i tell him, ""real.”","Author: Suzanne Collins,, Tags: katniss, love, peeta, suzanne-collins, the-hunger-games"
“You can never get a cup of tea large enough or a book long enough to suit me.”,C.S. Lewis,"['books', 'inspirational', 'reading', 'tea']",“you can never get a cup of tea large enough or a book long enough to suit me.”,"Author: C.S. Lewis, Tags: books, inspirational, reading, tea"
“We read to know we're not alone.”,"William Nicholson,","['misattributed-to-c-s-lewis', 'reading']",“we read to know we're not alone.”,"Author: William Nicholson,, Tags: misattributed-to-c-s-lewis, reading"
"“Sometimes, you read a book and it fills you with this weird evangelical zeal, and you become convinced that the shattered world will never be put back together unless and until all living humans read the book.”","John Green,","['books', 'power-of-words', 'reading']","“sometimes, you read a book and it fills you with this weird evangelical zeal, and you become convinced that the shattered world will never be put back together unless and until all living humans read the book.”","Author: John Green,, Tags: books, power-of-words, reading"
“All you need is love. But a little chocolate now and then doesn't hurt.”,Charles M. Schulz,"['chocolate', 'food', 'humor']",“all you need is love. but a little chocolate now and then doesn't hurt.”,"Author: Charles M. Schulz, Tags: chocolate, food, humor"
"“Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?”","J.K. Rowling,",['dumbledore'],"“of course it is happening inside your head, harry, but why on earth should that mean that it is not real?”","Author: J.K. Rowling,, Tags: dumbledore"
“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”,Jim Henson,['humor'],“beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”,"Author: Jim Henson, Tags: humor"
“Life isn't about finding yourself. Life is about creating yourself.”,George Bernard Shaw,"['inspirational', 'life', 'yourself']",“life isn't about finding yourself. life is about creating yourself.”,"Author: George Bernard Shaw, Tags: inspirational, life, yourself"
"“Today you are You, that is truer than true. There is no one alive who is Youer than You.”","Dr. Seuss,","['comedy', 'life', 'yourself']","“today you are you, that is truer than true. there is no one alive who is youer than you.”","Author: Dr. Seuss,, Tags: comedy, life, yourself"
"“To the well-organized mind, death is but the next great adventure.”","J.K. Rowling,","['death', 'dumbledore', 'harry', 'inspirational', 'philosophers-stone', 'ron', 'sorcerers-stone']","“to the well-organized mind, death is but the next great adventure.”","Author: J.K. Rowling,, Tags: death, dumbledore, harry, inspirational, philosophers-stone, ron, sorcerers-stone"
“I'm not afraid of death; I just don't want to be there when it happens.”,Woody Allen,"['death', 'fear', 'humor', 'life']",“i'm not afraid of death; i just don't want to be there when it happens.”,"Author: Woody Allen, Tags: death, fear, humor, life"
"“If one cannot enjoy reading a book over and over again, there is no use in reading it at all.”",Oscar Wilde,"['books', 'reading']","“if one cannot enjoy reading a book over and over again, there is no use in reading it at all.”","Author: Oscar Wilde, Tags: books, reading"
"“If you want your children to be intelligent, read them fairy tales. If you want them to be more intelligent, read them more fairy tales.”",Albert Einstein,"['children', 'fairy-tales']","“if you want your children to be intelligent, read them fairy tales. if you want them to be more intelligent, read them more fairy tales.”","Author: Albert Einstein, Tags: children, fairy-tales"
"“Have you fallen in love with the wrong person yet?'Jace said, ""Unfortunately, Lady of the Haven, my one true love remains myself.""...""At least,"" she said, ""you don't have to worry about rejection, Jace Wayland.""""Not necessarily. I turn myself down occasionally, just to keep it interesting.”","Cassandra Clare,","['city-of-bones', 'jace']","“have you fallen in love with the wrong person yet?'jace said, ""unfortunately, lady of the haven, my one true love remains myself.""...""at least,"" she said, ""you don't have to worry about rejection, jace wayland.""""not necessarily. i turn myself down occasionally, just to keep it interesting.”","Author: Cassandra Clare,, Tags: city-of-bones, jace"
“Logic will get you from A to Z; imagination will get you everywhere.”,Albert Einstein,['imagination'],“logic will get you from a to z; imagination will get you everywhere.”,"Author: Albert Einstein, Tags: imagination"
"“I'm in love with you,"" he said quietly.""Augustus,"" I said.""I am,"" he said. He was staring at me, and I could see the corners of his eyes crinkling. ""I'm in love with you, and I'm not in the business of denying myself the simple pleasure of saying true things. I'm in love with you, and I know that love is just a shout into the void, and that oblivion is inevitable, and that we're all doomed and that there will come a day when all our labor has been returned to dust, and I know the sun will swallow the only earth we'll ever have, and I am in love with you.”","John Green,","['doomed', 'inevitable', 'love', 'oblivion', 'pleasure', 'simple']","“i'm in love with you,"" he said quietly.""augustus,"" i said.""i am,"" he said. he was staring at me, and i could see the corners of his eyes crinkling. ""i'm in love with you, and i'm not in the business of denying myself the simple pleasure of saying true things. i'm in love with you, and i know that love is just a shout into the void, and that oblivion is inevitable, and that we're all doomed and that there will come a day when all our labor has been returned to dust, and i know the sun will swallow the only earth we'll ever have, and i am in love with you.”","Author: John Green,, Tags: doomed, inevitable, love, oblivion, pleasure, simple"
"“Whenever I feel the need to exercise, I lie down until it goes away.”",Paul   Terry,"['exercise', 'humor', 'laziness', 'misattributed-to-hutchins']","“whenever i feel the need to exercise, i lie down until it goes away.”","Author: Paul   Terry, Tags: exercise, humor, laziness, misattributed-to-hutchins"
"“I am nothing special, of this I am sure. I am a common man with common thoughts and I've led a common life. There are no monuments dedicated to me and my name will soon be forgotten, but I've loved another with all my heart and soul, and to me, this has always been enough..”","Nicholas Sparks,",['love'],"“i am nothing special, of this i am sure. i am a common man with common thoughts and i've led a common life. there are no monuments dedicated to me and my name will soon be forgotten, but i've loved another with all my heart and soul, and to me, this has always been enough..”","Author: Nicholas Sparks,, Tags: love"
